enb_id,cost,alloc,rsrq,hand_count
5,1,1,-7.56168,3
6,1,0,-44.1803,3
7,1,0,-18.6421,3
8,1,0,-20.7234,3
9,1,0,-36.1075,3
10,1,0,-43.7221,3
11,1,0,-28.7272,3
12,1,0,-38.4723,3
13,1,0,-41.3294,3
14,1,0,-19.5915,3
15,1,0,-29.1339,3
16,1,0,-35.7475,3
17,1,0,-24.217,3
18,1,0,-39.943,3
19,1,0,-57.9593,3
20,1,0,-31.9109,3
21,1,0,-35.8495,3
22,1,0,-26.4931,3
23,1,0,-27.7425,3
24,1,0,-33.1926,3
25,1,0,-14.23,3
0,1,0,-33.7054,3
1,1,0,-26.0797,3
2,1,0,-19.63,3
3,1,0,-27.8188,3
4,1,0,-18.254,3
5,1,1,-7.21962,3
6,1,0,-44.3101,3
7,1,0,-18.3088,3
8,1,0,-21.343,3
9,1,0,-35.5685,3
10,1,0,-43.901,3
11,1,0,-28.4705,3
12,1,0,-38.4675,3
13,1,0,-40.8049,3
14,1,0,-19.3891,3
15,1,0,-28.7949,3
16,1,0,-35.3783,3
17,1,0,-24.7803,3
18,1,0,-39.6782,3
19,1,0,-57.3621,3
20,1,0,-32.3597,3
21,1,0,-35.8823,3
22,1,0,-26.1204,3
23,1,0,-27.9627,3
24,1,0,-33.2287,3
25,1,0,-14.5783,3
0,1,0,-33.6225,3
1,1,0,-26.383,3
2,1,0,-19.2586,3
3,1,0,-27.3924,3
4,1,0,-18.3968,3
5,1,1,-6.97016,3
6,1,0,-44.4228,3
7,1,0,-18.0444,3
8,1,0,-21.8528,3
9,1,0,-35.1275,3
10,1,0,-44.0545,3
11,1,0,-28.2675,3
12,1,0,-38.4698,3
13,1,0,-40.3737,3
14,1,0,-19.2368,3
15,1,0,-28.5238,3
16,1,0,-35.0792,3
17,1,0,-25.2441,3
18,1,0,-39.4649,3
19,1,0,-56.8711,3
20,1,0,-32.7317,3
21,1,0,-35.9184,3
22,1,0,-25.8196,3
23,1,0,-28.1524,3
24,1,0,-33.2651,3
25,1,0,-14.8756,3
0,1,0,-33.5714,3
1,1,0,-26.5872,3
2,1,0,-19.0147,3
3,1,0,-27.111,3
4,1,0,-18.4971,3
5,1,1,-6.82381,3
6,1,0,-44.5005,3
7,1,0,-17.8745,3
8,1,0,-22.1906,3
9,1,0,-34.8365,3
10,1,0,-44.1595,3
11,1,0,-28.1373,3
12,1,0,-38.4746,3
13,1,0,-40.0882,3
14,1,0,-19.1434,3
15,1,0,-28.3484,3
16,1,0,-34.8836,3
17,1,0,-25.5516,3
18,1,0,-39.3257,3
19,1,0,-56.546,3
20,1,0,-32.9794,3
21,1,0,-35.9469,3
22,1,0,-25.6234,3
23,1,0,-28.2824,3
24,1,0,-33.2926,3
25,1,0,-15.0777,3
0,1,0,-33.5482,3
1,1,0,-26.6758,3
2,1,0,-18.9077,3
3,1,0,-26.9891,3
4,1,0,-18.5438,3
5,1,1,-6.76368,3
6,1,0,-44.5371,3
7,1,0,-17.803,3
8,1,0,-22.338,3
9,1,0,-34.7087,3
10,1,0,-44.2081,3
11,1,0,-28.0832,3
12,1,0,-38.4792,3
13,1,0,-39.9632,3
14,1,0,-19.1063,3
15,1,0,-28.2745,3
16,1,0,-34.8003,3
17,1,0,-25.6864,3
18,1,0,-39.2639,3
19,1,0,-56.4043,3
20,1,0,-33.0869,3
21,1,0,-35.9626,3
22,1,0,-25.5399,3
23,1,0,-28.342,3
24,1,0,-33.3072,3
25,1,0,-15.1685,3
0,1,0,-33.5471,3
1,1,0,-26.6812,3
2,1,0,-18.9015,3
3,1,0,-26.9819,3
4,1,0,-18.5464,3
5,1,1,-6.76042,3
6,1,0,-44.5391,3
7,1,0,-17.7987,3
8,1,0,-22.3467,3
9,1,0,-34.7012,3
10,1,0,-44.2108,3
11,1,0,-28.0798,3
12,1,0,-38.4793,3
13,1,0,-39.9558,3
14,1,0,-19.1039,3
15,1,0,-28.27,3
16,1,0,-34.7952,3
17,1,0,-25.6943,3
18,1,0,-39.2604,3
19,1,0,-56.3959,3
20,1,0,-33.0934,3
21,1,0,-35.9633,3
22,1,0,-25.5348,3
23,1,0,-28.3453,3
24,1,0,-33.3079,3
25,1,0,-15.1737,3
0,1,0,-33.5462,3
1,1,0,-26.6841,3
2,1,0,-18.8979,3
3,1,0,-26.9778,3
4,1,0,-18.5481,3
5,1,1,-6.75839,3
6,1,0,-44.5404,3
7,1,0,-17.7964,3
8,1,0,-22.3516,3
9,1,0,-34.6969,3
10,1,0,-44.2125,3
11,1,0,-28.0781,3
12,1,0,-38.4796,3
13,1,0,-39.9516,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7925,3
17,1,0,-25.6988,3
18,1,0,-39.2583,3
19,1,0,-56.3912,3
20,1,0,-33.0969,3
21,1,0,-35.964,3
22,1,0,-25.5321,3
23,1,0,-28.3474,3
24,1,0,-33.3085,3
25,1,0,-15.1768,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.546,3
1,1,0,-26.6842,3
2,1,0,-18.8975,3
3,1,0,-26.9776,3
4,1,0,-18.5483,3
5,1,1,-6.75812,3
6,1,0,-44.5406,3
7,1,0,-17.7963,3
8,1,0,-22.352,3
9,1,0,-34.6965,3
10,1,0,-44.2128,3
11,1,0,-28.0781,3
12,1,0,-38.4797,3
13,1,0,-39.9513,3
14,1,0,-19.1028,3
15,1,0,-28.2676,3
16,1,0,-34.7924,3
17,1,0,-25.6992,3
18,1,0,-39.258,3
19,1,0,-56.3908,3
20,1,0,-33.0971,3
21,1,0,-35.9642,3
22,1,0,-25.532,3
23,1,0,-28.3477,3
24,1,0,-33.3086,3
25,1,0,-15.1772,3
0,1,0,-33.4231,3
1,1,0,-26.5846,3
2,1,0,-18.8309,3
3,1,0,-27.0334,3
4,1,0,-18.6507,3
5,1,1,-6.65744,3
6,1,0,-44.6641,3
7,1,0,-17.8965,3
8,1,0,-22.3331,3
9,1,0,-34.6285,3
10,1,0,-44.3394,3
11,1,0,-28.1938,3
12,1,0,-38.598,3
13,1,0,-39.9377,3
14,1,0,-19.2251,3
15,1,0,-28.3823,3
16,1,0,-34.8924,3
17,1,0,-25.7241,3
18,1,0,-39.1575,3
19,1,0,-56.4159,3
20,1,0,-33.0246,3
21,1,0,-36.0997,3
22,1,0,-25.6266,3
23,1,0,-28.461,3
24,1,0,-33.4209,3
25,1,0,-15.2601,3
0,1,0,-33.4231,3
1,1,0,-26.5846,3
2,1,0,-18.8309,3
3,1,0,-27.0334,3
4,1,0,-18.6507,3
5,1,1,-6.65744,3
6,1,0,-44.6641,3
7,1,0,-17.8965,3
8,1,0,-22.3331,3
9,1,0,-34.6285,3
10,1,0,-44.3394,3
11,1,0,-28.1938,3
12,1,0,-38.598,3
13,1,0,-39.9377,3
14,1,0,-19.2251,3
15,1,0,-28.3823,3
16,1,0,-34.8924,3
17,1,0,-25.7241,3
18,1,0,-39.1575,3
19,1,0,-56.4159,3
20,1,0,-33.0246,3
21,1,0,-36.0997,3
22,1,0,-25.6266,3
23,1,0,-28.461,3
24,1,0,-33.4209,3
25,1,0,-15.2601,3
0,1,0,-33.4231,3
1,1,0,-26.5846,3
2,1,0,-18.8309,3
3,1,0,-27.0334,3
4,1,0,-18.6507,3
5,1,1,-6.65744,3
6,1,0,-44.6641,3
7,1,0,-17.8965,3
8,1,0,-22.3331,3
9,1,0,-34.6285,3
10,1,0,-44.3394,3
11,1,0,-28.1938,3
12,1,0,-38.598,3
13,1,0,-39.9377,3
14,1,0,-19.2251,3
15,1,0,-28.3823,3
16,1,0,-34.8924,3
17,1,0,-25.7241,3
18,1,0,-39.1575,3
19,1,0,-56.4159,3
20,1,0,-33.0246,3
21,1,0,-36.0997,3
22,1,0,-25.6266,3
23,1,0,-28.461,3
24,1,0,-33.4209,3
25,1,0,-15.2601,3
0,1,0,-33.4231,3
1,1,0,-26.5846,3
2,1,0,-18.8309,3
3,1,0,-27.0334,3
4,1,0,-18.6507,3
5,1,1,-6.65744,3
6,1,0,-44.6641,3
7,1,0,-17.8965,3
8,1,0,-22.3331,3
9,1,0,-34.6285,3
10,1,0,-44.3394,3
11,1,0,-28.1938,3
12,1,0,-38.598,3
13,1,0,-39.9377,3
14,1,0,-19.2251,3
15,1,0,-28.3823,3
16,1,0,-34.8924,3
17,1,0,-25.7241,3
18,1,0,-39.1575,3
19,1,0,-56.4159,3
20,1,0,-33.0246,3
21,1,0,-36.0997,3
22,1,0,-25.6266,3
23,1,0,-28.461,3
24,1,0,-33.4209,3
25,1,0,-15.2601,3
0,1,0,-33.4231,3
1,1,0,-26.5846,3
2,1,0,-18.8309,3
3,1,0,-27.0334,3
4,1,0,-18.6507,3
5,1,1,-6.65744,3
6,1,0,-44.6641,3
7,1,0,-17.8965,3
8,1,0,-22.3331,3
9,1,0,-34.6285,3
10,1,0,-44.3394,3
11,1,0,-28.1938,3
12,1,0,-38.598,3
13,1,0,-39.9377,3
14,1,0,-19.2251,3
15,1,0,-28.3823,3
16,1,0,-34.8924,3
17,1,0,-25.7241,3
18,1,0,-39.1575,3
19,1,0,-56.4159,3
20,1,0,-33.0246,3
21,1,0,-36.0997,3
22,1,0,-25.6266,3
23,1,0,-28.461,3
24,1,0,-33.4209,3
25,1,0,-15.2601,3
0,1,0,-33.4231,3
1,1,0,-26.5846,3
2,1,0,-18.8309,3
3,1,0,-27.0334,3
4,1,0,-18.6507,3
5,1,1,-6.65744,3
6,1,0,-44.6641,3
7,1,0,-17.8965,3
8,1,0,-22.3331,3
9,1,0,-34.6285,3
10,1,0,-44.3394,3
11,1,0,-28.1938,3
12,1,0,-38.598,3
13,1,0,-39.9377,3
14,1,0,-19.2251,3
15,1,0,-28.3823,3
16,1,0,-34.8924,3
17,1,0,-25.7241,3
18,1,0,-39.1575,3
19,1,0,-56.4159,3
20,1,0,-33.0246,3
21,1,0,-36.0997,3
22,1,0,-25.6266,3
23,1,0,-28.461,3
24,1,0,-33.4209,3
25,1,0,-15.2601,3
0,1,0,-33.3003,3
1,1,0,-26.4851,3
2,1,0,-18.7652,3
3,1,0,-27.09,3
4,1,0,-18.7529,3
5,1,1,-6.5579,3
6,1,0,-44.7872,3
7,1,0,-17.997,3
8,1,0,-22.3149,3
9,1,0,-34.5613,3
10,1,0,-44.4659,3
11,1,0,-28.3095,3
12,1,0,-38.7161,3
13,1,0,-39.9248,3
14,1,0,-19.3474,3
15,1,0,-28.4974,3
16,1,0,-34.9927,3
17,1,0,-25.7493,3
18,1,0,-39.0573,3
19,1,0,-56.4416,3
20,1,0,-32.9522,3
21,1,0,-36.235,3
22,1,0,-25.7216,3
23,1,0,-28.5742,3
24,1,0,-33.533,3
25,1,0,-15.3432,3
0,1,0,-33.3003,3
1,1,0,-26.4851,3
2,1,0,-18.7652,3
3,1,0,-27.09,3
4,1,0,-18.7529,3
5,1,1,-6.5579,3
6,1,0,-44.7872,3
7,1,0,-17.997,3
8,1,0,-22.3149,3
9,1,0,-34.5613,3
10,1,0,-44.4659,3
11,1,0,-28.3095,3
12,1,0,-38.7161,3
13,1,0,-39.9248,3
14,1,0,-19.3474,3
15,1,0,-28.4974,3
16,1,0,-34.9927,3
17,1,0,-25.7493,3
18,1,0,-39.0573,3
19,1,0,-56.4416,3
20,1,0,-32.9522,3
21,1,0,-36.235,3
22,1,0,-25.7216,3
23,1,0,-28.5742,3
24,1,0,-33.533,3
25,1,0,-15.3432,3
0,1,0,-33.2824,3
1,1,0,-26.5511,3
2,1,0,-18.6848,3
3,1,0,-27.0005,3
4,1,0,-18.7885,3
5,1,1,-6.51236,3
6,1,0,-44.8155,3
7,1,0,-17.9461,3
8,1,0,-22.4244,3
9,1,0,-34.4655,3
10,1,0,-44.503,3
11,1,0,-28.2711,3
12,1,0,-38.7208,3
13,1,0,-39.8318,3
14,1,0,-19.3221,3
15,1,0,-28.4444,3
16,1,0,-34.9323,3
17,1,0,-25.8494,3
18,1,0,-39.0107,3
19,1,0,-56.3367,3
20,1,0,-33.0321,3
21,1,0,-36.2481,3
22,1,0,-25.6612,3
23,1,0,-28.6193,3
24,1,0,-33.545,3
25,1,0,-15.4108,3
0,1,0,-33.3734,3
1,1,0,-26.7602,3
2,1,0,-18.6142,3
3,1,0,-26.793,3
4,1,0,-18.7502,3
5,1,1,-6.54081,3
6,1,0,-44.7435,3
7,1,0,-17.7613,3
8,1,0,-22.6276,3
9,1,0,-34.3698,3
10,1,0,-44.443,3
11,1,0,-28.0928,3
12,1,0,-38.6136,3
13,1,0,-39.687,3
14,1,0,-19.1601,3
15,1,0,-28.242,3
16,1,0,-34.7315,3
17,1,0,-25.9946,3
18,1,0,-39.0305,3
19,1,0,-56.1337,3
20,1,0,-33.238,3
21,1,0,-36.1386,3
22,1,0,-25.4657,3
23,1,0,-28.5862,3
24,1,0,-33.4561,3
25,1,0,-15.4459,3
0,1,0,-33.4479,3
1,1,0,-27.0321,3
2,1,0,-18.4688,3
3,1,0,-26.5,3
4,1,0,-18.7523,3
5,1,1,-6.54568,3
6,1,0,-44.7027,3
7,1,0,-17.5309,3
8,1,0,-22.9365,3
9,1,0,-34.183,3
10,1,0,-44.4232,3
11,1,0,-27.8811,3
12,1,0,-38.5147,3
13,1,0,-39.4529,3
14,1,0,-18.9792,3
15,1,0,-27.9918,3
16,1,0,-34.4748,3
17,1,0,-26.238,3
18,1,0,-39.0058,3
19,1,0,-55.83,3
20,1,0,-33.5199,3
21,1,0,-36.0467,3
22,1,0,-25.2143,3
23,1,0,-28.6018,3
24,1,0,-33.3826,3
25,1,0,-15.5528,3
0,1,0,-33.3579,3
1,1,0,-27.235,3
2,1,0,-18.178,3
3,1,0,-26.2095,3
4,1,0,-18.9157,3
5,1,1,-6.41395,3
6,1,0,-44.8422,3
7,1,0,-17.3944,3
8,1,0,-23.3078,3
9,1,0,-33.8362,3
10,1,0,-44.5948,3
11,1,0,-27.7905,3
12,1,0,-38.5717,3
13,1,0,-39.129,3
14,1,0,-18.9418,3
15,1,0,-27.8504,3
16,1,0,-34.3004,3
17,1,0,-26.5907,3
18,1,0,-38.8201,3
19,1,0,-55.4762,3
20,1,0,-33.7751,3
21,1,0,-36.1403,3
22,1,0,-25.0394,3
23,1,0,-28.7989,3
24,1,0,-33.4632,3
25,1,0,-15.8197,3
0,1,0,-33.2156,3
1,1,0,-27.4703,3
2,1,0,-17.7935,3
3,1,0,-25.8612,3
4,1,0,-19.156,3
5,1,1,-6.2567,3
6,1,0,-45.0561,3
7,1,0,-17.2608,3
8,1,0,-23.7729,3
9,1,0,-33.3797,3
10,1,0,-44.8501,3
11,1,0,-27.7154,3
12,1,0,-38.6806,3
13,1,0,-38.7158,3
14,1,0,-18.9406,3
15,1,0,-27.7116,3
16,1,0,-34.1127,3
17,1,0,-27.043,3
18,1,0,-38.5602,3
19,1,0,-55.0367,3
20,1,0,-34.0809,3
21,1,0,-36.3019,3
22,1,0,-24.8513,3
23,1,0,-29.0834,3
24,1,0,-33.6004,3
25,1,0,-16.1825,3
0,1,0,-33.0631,3
1,1,0,-27.75,3
2,1,0,-17.358,3
3,1,0,-25.4655,3
4,1,0,-19.4363,3
5,1,1,-6.14096,3
6,1,0,-45.3029,3
7,1,0,-17.1202,3
8,1,0,-24.3071,3
9,1,0,-32.8601,3
10,1,0,-45.1444,3
11,1,0,-27.6369,3
12,1,0,-38.8084,3
13,1,0,-38.2432,3
14,1,0,-18.953,3
15,1,0,-27.5607,3
16,1,0,-33.9023,3
17,1,0,-27.5601,3
18,1,0,-38.2687,3
19,1,0,-54.5338,3
20,1,0,-34.4364,3
21,1,0,-36.4917,3
22,1,0,-24.6427,3
23,1,0,-29.4123,3
24,1,0,-33.7606,3
25,1,0,-16.6002,3
0,1,0,-32.8286,3
1,1,0,-28.1151,3
2,1,0,-16.7465,3
3,1,0,-24.9546,3
4,1,0,-19.8618,3
5,1,1,-6.06654,3
6,1,0,-45.6864,3
7,1,0,-16.9899,3
8,1,0,-25.0328,3
9,1,0,-32.131,3
10,1,0,-45.5935,3
11,1,0,-27.5859,3
12,1,0,-39.0302,3
13,1,0,-37.5949,3
14,1,0,-19.0387,3
15,1,0,-27.413,3
16,1,0,-33.6613,3
17,1,0,-28.2725,3
18,1,0,-37.8449,3
19,1,0,-53.8585,3
20,1,0,-34.9061,3
21,1,0,-36.8069,3
22,1,0,-24.407,3
23,1,0,-29.905,3
24,1,0,-34.0245,3
25,1,0,-17.1999,3
0,1,0,-32.4196,3
1,1,0,-28.1157,3
2,1,0,-16.2403,3
3,1,0,-24.8283,3
4,1,0,-20.3227,3
5,1,1,-5.84459,3
6,1,0,-46.1801,3
7,1,0,-17.1874,3
8,1,0,-25.4057,3
9,1,0,-31.5639,3
10,1,0,-46.1291,3
11,1,0,-27.845,3
12,1,0,-39.428,3
13,1,0,-37.2084,3
14,1,0,-19.3912,3
15,1,0,-27.6234,3
16,1,0,-33.7802,3
17,1,0,-28.722,3
18,1,0,-37.3757,3
19,1,0,-53.5525,3
20,1,0,-35.017,3
21,1,0,-37.2947,3
22,1,0,-24.5235,3
23,1,0,-30.4294,3
24,1,0,-34.4297,3
25,1,0,-17.7019,3
0,1,0,-32.006,3
1,1,0,-28.1293,3
2,1,0,-15.7233,3
3,1,0,-24.7124,3
4,1,0,-20.7946,3
5,1,1,-5.69986,3
6,1,0,-46.6861,3
7,1,0,-17.4057,3
8,1,0,-25.7966,3
9,1,0,-30.9848,3
10,1,0,-46.6776,3
11,1,0,-28.1192,3
12,1,0,-39.8374,3
13,1,0,-36.8163,3
14,1,0,-19.7625,3
15,1,0,-27.8506,3
16,1,0,-33.911,3
17,1,0,-29.1852,3
18,1,0,-36.8969,3
19,1,0,-53.2444,3
20,1,0,-35.1391,3
21,1,0,-37.7965,3
22,1,0,-24.6551,3
23,1,0,-30.9661,3
24,1,0,-34.8462,3
25,1,0,-18.2151,3
0,1,0,-31.6963,3
1,1,0,-28.1481,3
2,1,0,-15.3327,3
3,1,0,-24.6341,3
4,1,0,-21.152,3
5,1,1,-5.65457,3
6,1,0,-47.0696,3
7,1,0,-17.5817,3
8,1,0,-26.0981,3
9,1,0,-30.5477,3
10,1,0,-47.093,3
11,1,0,-28.333,3
12,1,0,-40.1489,3
13,1,0,-36.5221,3
14,1,0,-20.0503,3
15,1,0,-28.0306,3
16,1,0,-34.0165,3
17,1,0,-29.5375,3
18,1,0,-36.5354,3
19,1,0,-53.0151,3
20,1,0,-35.2369,3
21,1,0,-38.1779,3
22,1,0,-24.7632,3
23,1,0,-31.3722,3
24,1,0,-35.1627,3
25,1,0,-18.6032,3
0,1,0,-31.4924,3
1,1,0,-28.1647,3
2,1,0,-15.0738,3
3,1,0,-24.5864,3
4,1,0,-21.3893,3
5,1,1,-5.65719,3
6,1,0,-47.3243,3
7,1,0,-17.7032,3
8,1,0,-26.3009,3
9,1,0,-30.258,3
10,1,0,-47.3688,3
11,1,0,-28.4775,3
12,1,0,-40.3562,3
13,1,0,-36.328,3
14,1,0,-20.2443,3
15,1,0,-28.1536,3
16,1,0,-34.0894,3
17,1,0,-29.7722,3
18,1,0,-36.296,3
19,1,0,-52.8645,3
20,1,0,-35.3046,3
21,1,0,-38.4319,3
22,1,0,-24.8388,3
23,1,0,-31.6417,3
24,1,0,-35.3732,3
25,1,0,-18.8606,3
0,1,0,-31.419,3
1,1,0,-28.1716,3
2,1,0,-14.98,3
3,1,0,-24.57,3
4,1,0,-21.4752,3
5,1,1,-5.66467,3
6,1,0,-47.4166,3
7,1,0,-17.748,3
8,1,0,-26.3749,3
9,1,0,-30.1531,3
10,1,0,-47.4687,3
11,1,0,-28.5303,3
12,1,0,-40.4314,3
13,1,0,-36.2579,3
14,1,0,-20.3151,3
15,1,0,-28.1987,3
16,1,0,-34.1162,3
17,1,0,-29.8574,3
18,1,0,-36.2094,3
19,1,0,-52.8102,3
20,1,0,-35.3297,3
21,1,0,-38.5239,3
22,1,0,-24.8668,3
23,1,0,-31.7393,3
24,1,0,-35.4496,3
25,1,0,-18.9538,3
0,1,0,-31.4125,3
1,1,0,-28.1724,3
2,1,0,-14.9717,3
3,1,0,-24.5684,3
4,1,0,-21.4829,3
5,1,1,-5.66558,3
6,1,0,-47.4248,3
7,1,0,-17.752,3
8,1,0,-26.3816,3
9,1,0,-30.1437,3
10,1,0,-47.4776,3
11,1,0,-28.535,3
12,1,0,-40.4381,3
13,1,0,-36.2516,3
14,1,0,-20.3213,3
15,1,0,-28.2027,3
16,1,0,-34.1186,3
17,1,0,-29.8651,3
18,1,0,-36.2017,3
19,1,0,-52.8053,3
20,1,0,-35.332,3
21,1,0,-38.5321,3
22,1,0,-24.8693,3
23,1,0,-31.748,3
24,1,0,-35.4563,3
25,1,0,-18.9621,3
0,1,0,-31.4118,3
1,1,0,-28.1724,3
2,1,0,-14.9708,3
3,1,0,-24.5683,3
4,1,0,-21.4836,3
5,1,1,-5.66563,3
6,1,0,-47.4256,3
7,1,0,-17.7524,3
8,1,0,-26.3822,3
9,1,0,-30.1428,3
10,1,0,-47.4785,3
11,1,0,-28.5355,3
12,1,0,-40.4388,3
13,1,0,-36.251,3
14,1,0,-20.322,3
15,1,0,-28.2032,3
16,1,0,-34.1188,3
17,1,0,-29.8658,3
18,1,0,-36.201,3
19,1,0,-52.8049,3
20,1,0,-35.3322,3
21,1,0,-38.5329,3
22,1,0,-24.8695,3
23,1,0,-31.7489,3
