enb_id,cost,alloc,rsrq,hand_count
24,1,0,-49.1173,0
25,1,0,-28.884,0
0,1,0,-37.3668,0
1,1,0,-15.2741,0
2,1,0,-39.5284,0
3,1,0,-54.5861,0
4,1,0,-33.2548,0
5,1,0,-28.7485,0
6,1,0,-58.2234,0
7,1,0,-43.0373,0
8,1,0,-18.0637,0
9,1,0,-57.0133,0
10,1,0,-57.3541,0
11,1,0,-52.918,0
12,1,0,-55.4981,0
13,1,0,-62.7348,0
14,1,0,-43.899,0
15,1,0,-55.7085,0
16,1,0,-61.2545,0
17,1,0,-21.0998,0
18,1,0,-47.893,0
19,1,0,-84.8273,0
20,1,1,-8.41434,0
21,1,0,-55.4201,0
22,1,0,-51.4428,0
23,1,0,-41.4919,0
24,1,0,-48.7344,0
25,1,0,-28.4367,0
0,1,0,-37.0861,0
1,1,0,-14.9345,0
2,1,0,-39.0501,0
3,1,0,-54.0343,0
4,1,0,-32.8261,0
5,1,0,-28.2503,0
6,1,0,-57.8271,0
7,1,0,-42.5145,0
8,1,0,-17.5155,0
9,1,0,-56.5015,0
10,1,0,-56.9479,0
11,1,0,-52.3847,0
12,1,0,-55.0736,0
13,1,0,-62.2627,0
14,1,0,-43.356,0
15,1,0,-55.1336,0
16,1,0,-60.709,0
17,1,0,-20.7545,0
18,1,0,-47.6051,0
19,1,0,-84.2564,0
20,1,1,-8.68577,0
21,1,0,-54.919,0
22,1,0,-50.9112,0
23,1,0,-41.0616,0
24,1,0,-48.3328,0
25,1,0,-27.9674,0
0,1,0,-36.8205,0
1,1,0,-14.6239,0
2,1,0,-38.5883,0
3,1,0,-53.5003,0
4,1,0,-32.4132,0
5,1,0,-27.7684,0
6,1,0,-57.4467,0
7,1,0,-42.0088,0
8,1,0,-16.9898,0
9,1,0,-56.0078,0
10,1,0,-56.5585,0
11,1,0,-51.8692,0
12,1,0,-54.6647,0
13,1,0,-61.8063,0
14,1,0,-42.8312,0
15,1,0,-54.5776,0
16,1,0,-60.1814,0
17,1,0,-20.4315,0
18,1,0,-47.33,0
19,1,0,-83.7039,0
20,1,1,-8.98649,0
21,1,0,-54.4365,0
22,1,0,-50.3968,0
23,1,0,-40.6486,0
24,1,0,-47.9463,0
25,1,0,-27.5153,0
0,1,0,-36.5999,0
1,1,0,-14.3715,0
2,1,0,-38.1407,0
3,1,0,-52.9609,0
4,1,0,-31.9751,0
5,1,0,-27.2878,0
6,1,0,-57.0285,0
7,1,0,-41.4892,0
8,1,0,-16.438,0
9,1,0,-55.5366,0
10,1,0,-56.129,0
11,1,0,-51.3329,0
12,1,0,-54.225,0
13,1,0,-61.3612,0
14,1,0,-42.2868,0
15,1,0,-54.0027,0
16,1,0,-59.6368,0
17,1,0,-20.0759,0
18,1,0,-47.0919,0
19,1,0,-83.1551,0
20,1,1,-9.35909,0
21,1,0,-53.9197,0
22,1,0,-49.8682,0
23,1,0,-40.2019,0
24,1,0,-47.53,0
25,1,0,-27.0389,0
0,1,0,-36.4196,0
1,1,0,-14.1772,0
2,1,0,-37.7191,0
3,1,0,-52.437,0
4,1,0,-31.5358,0
5,1,0,-26.8257,0
6,1,0,-56.6006,0
7,1,0,-40.9786,0
8,1,0,-15.8886,0
9,1,0,-55.0981,0
10,1,0,-55.6888,0
11,1,0,-50.8016,0
12,1,0,-53.7805,0
13,1,0,-60.9398,0
14,1,0,-41.7486,0
15,1,0,-53.4354,0
16,1,0,-59.1002,0
17,1,0,-19.7139,0
18,1,0,-46.8886,0
19,1,0,-82.6285,0
20,1,1,-9.7663,0
21,1,0,-53.3987,0
22,1,0,-49.3486,0
23,1,0,-39.749,0
24,1,0,-47.1089,0
25,1,0,-26.5633,0
0,1,0,-36.279,0
1,1,0,-14.0435,0
2,1,0,-37.297,0
3,1,0,-51.8878,0
4,1,0,-31.0537,0
5,1,0,-26.3484,0
6,1,0,-56.118,0
7,1,0,-40.4345,0
8,1,0,-15.2894,0
9,1,0,-54.6666,0
10,1,0,-55.1913,0
11,1,0,-50.2289,0
12,1,0,-53.2875,0
13,1,0,-60.5141,0
14,1,0,-41.1699,0
15,1,0,-52.8272,0
16,1,0,-58.5258,0
17,1,0,-19.3046,0
18,1,0,-46.7154,0
19,1,0,-82.0856,0
20,1,1,-10.2431,0
21,1,0,-52.8229,0
22,1,0,-48.7947,0
23,1,0,-39.2443,0
24,1,0,-46.6414,0
25,1,0,-26.044,0
0,1,0,-36.1593,0
1,1,0,-13.9515,0
2,1,0,-36.9035,0
3,1,0,-51.3696,0
4,1,0,-30.5966,0
5,1,0,-25.9002,0
6,1,0,-55.6601,0
7,1,0,-39.9196,0
8,1,0,-14.7229,0
9,1,0,-54.2656,0
10,1,0,-54.7194,0
11,1,0,-49.6862,0
12,1,0,-52.8198,0
13,1,0,-60.1153,0
14,1,0,-40.6217,0
15,1,0,-52.2512,0
16,1,0,-57.982,0
17,1,0,-18.9231,0
18,1,0,-46.561,0
19,1,0,-81.5748,0
20,1,1,-10.7079,0
21,1,0,-52.2766,0
22,1,0,-48.2705,0
23,1,0,-38.7658,0
24,1,0,-46.1979,0
25,1,0,-25.5519,0
0,1,0,-36.0495,0
1,1,0,-13.8896,0
2,1,0,-36.5193,0
3,1,0,-50.8603,0
4,1,0,-30.148,0
5,1,0,-25.4612,0
6,1,0,-55.2117,0
7,1,0,-39.4133,0
8,1,0,-14.1685,0
9,1,0,-53.8745,0
10,1,0,-54.2577,0
11,1,0,-49.1525,0
12,1,0,-52.3607,0
13,1,0,-59.7245,0
14,1,0,-40.0825,0
15,1,0,-51.6848,0
16,1,0,-57.4472,0
17,1,0,-18.5579,0
18,1,0,-46.414,0
19,1,0,-81.073,0
20,1,1,-11.1731,0
21,1,0,-51.7405,0
22,1,0,-47.755,0
23,1,0,-38.2974,0
24,1,0,-45.7628,0
25,1,0,-25.0686,0
0,1,0,-35.9374,0
1,1,0,-13.8521,0
2,1,0,-36.1074,0
3,1,0,-50.3117,0
4,1,0,-29.6669,0
5,1,0,-24.9894,0
6,1,0,-54.7332,0
7,1,0,-38.868,0
8,1,0,-13.5761,0
9,1,0,-53.4547,0
10,1,0,-53.7653,0
11,1,0,-48.5783,0
12,1,0,-51.8689,0
13,1,0,-59.3036,0
14,1,0,-39.5024,0
15,1,0,-51.075,0
16,1,0,-56.8715,0
17,1,0,-18.1791,0
18,1,0,-46.2584,0
19,1,0,-80.5323,0
20,1,1,-11.6802,0
21,1,0,-51.166,0
22,1,0,-47.1999,0
23,1,0,-37.7969,0
24,1,0,-45.2969,0
25,1,0,-24.5501,0
0,1,0,-35.8402,0
1,1,0,-13.8492,0
2,1,0,-35.7172,0
3,1,0,-49.7872,0
4,1,0,-29.207,0
5,1,0,-24.5405,0
6,1,0,-54.2765,0
7,1,0,-38.3462,0
8,1,0,-13.0126,0
9,1,0,-53.0577,0
10,1,0,-53.2959,0
11,1,0,-48.0286,0
12,1,0,-51.3986,0
13,1,0,-58.903,0
14,1,0,-38.9469,0
15,1,0,-50.4913,0
16,1,0,-56.3204,0
17,1,0,-17.828,0
18,1,0,-46.116,0
19,1,0,-80.016,0
20,1,1,-12.1722,0
21,1,0,-50.6167,0
22,1,0,-46.6686,0
23,1,0,-37.3196,0
24,1,0,-44.8516,0
25,1,0,-24.0543,0
0,1,0,-35.7525,0
1,1,0,-13.8764,0
2,1,0,-35.3356,0
3,1,0,-49.2703,0
4,1,0,-28.7546,0
5,1,0,-24.0997,0
6,1,0,-53.8286,0
7,1,0,-37.8315,0
8,1,0,-12.4616,0
9,1,0,-52.6695,0
10,1,0,-52.8358,0
11,1,0,-47.4865,0
12,1,0,-50.936,0
13,1,0,-58.5093,0
14,1,0,-38.3991,0
15,1,0,-49.9156,0
16,1,0,-55.7767,0
17,1,0,-17.495,0
18,1,0,-45.9803,0
19,1,0,-79.5074,0
20,1,1,-12.6622,0
21,1,0,-50.0765,0
22,1,0,-46.1446,0
23,1,0,-36.8514,0
24,1,0,-44.4137,0
25,1,0,-23.5664,0
0,1,0,-35.6711,1
1,1,0,-13.9357,1
2,1,0,-34.9462,1
3,1,0,-48.7383,1
4,1,0,-28.2897,1
5,1,0,-23.648,1
6,1,0,-53.3696,1
7,1,0,-37.3014,1
8,1,1,-11.8999,1
9,1,0,-52.2735,1
10,1,0,-52.3648,1
11,1,0,-46.9282,1
12,1,0,-50.4608,1
13,1,0,-58.1052,1
14,1,0,-37.8349,1
15,1,0,-49.3226,1
16,1,0,-55.2168,1
17,1,0,-17.1664,1
18,1,0,-45.8459,1
19,1,0,-78.9842,1
20,1,0,-13.1713,1
21,1,0,-49.5214,1
22,1,0,-45.6048,1
23,1,0,-36.3716,1
24,1,0,-43.9641,1
25,1,0,-23.0649,1
0,1,0,-35.6027,1
1,1,0,-14.021,1
2,1,0,-34.581,1
3,1,0,-48.2348,1
4,1,0,-27.8503,1
5,1,0,-23.2226,1
6,1,0,-52.9367,1
7,1,0,-36.7991,1
8,1,1,-11.3741,1
9,1,0,-51.9023,1
10,1,0,-51.9211,1
11,1,0,-46.3992,1
12,1,0,-50.0114,1
13,1,0,-57.7241,1
14,1,0,-37.3002,1
15,1,0,-48.7606,1
16,1,0,-54.6862,1
17,1,0,-16.8692,1
18,1,0,-45.724,1
19,1,0,-78.4894,1
20,1,0,-13.6573,1
21,1,0,-48.9966,1
22,1,0,-45.0934,1
23,1,0,-35.9194,1
24,1,0,-43.5392,1
25,1,0,-22.5907,1
0,1,0,-35.5414,1
1,1,0,-14.1364,1
2,1,0,-34.2118,1
3,1,0,-47.7212,1
4,1,0,-27.4028,1
5,1,0,-22.7908,1
6,1,0,-52.4971,1
7,1,0,-36.2863,1
8,1,1,-10.8456,1
9,1,0,-51.5272,1
10,1,0,-51.4709,1
11,1,0,-45.8592,1
12,1,0,-49.5539,1
13,1,0,-57.3366,1
14,1,0,-36.7544,1
15,1,0,-48.187,1
16,1,0,-54.1445,1
17,1,0,-16.5814,1
18,1,0,-45.6046,1
19,1,0,-77.9851,1
20,1,0,-14.1563,1
21,1,0,-48.4623,1
22,1,0,-44.5713,1
23,1,0,-35.4604,1
24,1,0,-43.1067,1
25,1,0,-22.1078,1
0,1,0,-35.4889,1
1,1,0,-14.2803,1
2,1,0,-33.8454,1
3,1,0,-47.2062,1
4,1,0,-26.9548,1
5,1,0,-22.3604,1
6,1,0,-52.0581,1
7,1,0,-35.7716,1
8,1,1,-10.3252,1
9,1,0,-51.1549,1
10,1,0,-51.0217,1
11,1,0,-45.3171,1
12,1,0,-49.0956,1
13,1,0,-56.9495,1
14,1,0,-36.2066,1
15,1,0,-47.6111,1
16,1,0,-53.6008,1
17,1,0,-16.3091,1
18,1,0,-45.4905,1
19,1,0,-77.4799,1
20,1,0,-14.66,1
21,1,0,-47.9271,1
22,1,0,-44.0472,1
23,1,0,-35.0021,1
24,1,0,-42.6738,1
25,1,0,-21.6241,1
0,1,0,-35.4454,1
1,1,0,-14.4535,1
2,1,0,-33.4795,1
3,1,0,-46.6862,1
4,1,0,-26.503,1
5,1,0,-21.9286,1
6,1,0,-51.6164,1
7,1,0,-35.2514,1
8,1,1,-9.81198,1
9,1,0,-50.7833,1
10,1,0,-50.5703,1
11,1,0,-44.7691,1
12,1,0,-48.6333,1
13,1,0,-56.5602,1
14,1,0,-35.6527,1
15,1,0,-47.0288,1
16,1,0,-53.051,1
17,1,0,-16.0515,1
18,1,0,-45.381,1
19,1,0,-76.9702,1
20,1,0,-15.1717,1
21,1,0,-47.3874,1
22,1,0,-43.5174,1
23,1,0,-34.5415,1
24,1,0,-42.2373,1
25,1,0,-21.1365,1
0,1,0,-35.4116,1
1,1,0,-14.6454,1
2,1,0,-33.1296,1
3,1,0,-46.1838,1
4,1,0,-26.0675,1
5,1,0,-21.5139,1
6,1,0,-51.1919,1
7,1,0,-34.7483,1
8,1,1,-9.33207,1
9,1,0,-50.4277,1
10,1,0,-50.137,1
11,1,0,-44.2393,1
12,1,0,-48.1876,1
13,1,0,-56.1852,1
14,1,0,-35.117,1
15,1,0,-46.4658,1
16,1,0,-52.5194,1
17,1,0,-15.8212,1
18,1,0,-45.2802,1
19,1,0,-76.478,1
20,1,0,-15.6684,1
21,1,0,-46.8671,1
22,1,0,-43.0051,1
23,1,0,-34.0992,1
24,1,0,-41.8167,1
25,1,0,-20.6664,1
0,1,0,-35.3857,1
1,1,0,-14.8722,1
2,1,0,-32.7671,1
3,1,0,-45.6571,1
4,1,0,-25.6117,1
5,1,0,-21.0825,1
6,1,0,-50.7487,1
7,1,0,-34.2202,1
8,1,1,-8.85008,1
9,1,0,-50.0594,1
10,1,0,-49.685,1
11,1,0,-43.683,1
12,1,0,-47.7208,1
13,1,0,-55.7937,1
14,1,0,-34.5547,1
15,1,0,-45.8746,1
16,1,0,-51.9612,1
17,1,0,-15.5997,1
18,1,0,-45.1804,1
19,1,0,-75.9624,1
20,1,0,-16.1919,1
21,1,0,-46.3223,1
22,1,0,-42.4673,1
23,1,0,-33.6377,1
24,1,0,-41.3765,1
25,1,0,-20.1743,1
0,1,0,-35.3693,1
1,1,0,-15.1308,1
2,1,0,-32.3994,1
3,1,0,-45.1159,1
4,1,0,-25.1444,1
5,1,0,-20.6428,1
6,1,0,-50.2953,1
7,1,0,-33.6769,1
8,1,1,-8.38517,1
9,1,0,-49.6856,1
10,1,0,-49.2234,1
11,1,0,-43.1107,1
12,1,0,-47.2418,1
13,1,0,-55.3931,1
14,1,0,-33.9761,1
15,1,0,-45.2663,1
16,1,0,-51.3869,1
17,1,0,-15.3949,1
18,1,0,-45.0841,1
19,1,0,-75.4331,1
20,1,0,-16.7322,1
21,1,0,-45.7634,1
22,1,0,-41.914,1
23,1,0,-33.1663,1
24,1,0,-40.9252,1
25,1,0,-19.6699,1
0,1,0,-35.3628,1
1,1,0,-15.3967,1
2,1,0,-32.0568,1
3,1,0,-44.6053,1
4,1,0,-24.7046,1
5,1,0,-20.2315,1
6,1,0,-49.87,1
7,1,0,-33.1637,1
8,1,1,-7.98474,1
9,1,0,-49.3371,1
10,1,0,-48.7908,1
11,1,0,-42.5702,1
12,1,0,-46.7908,1
13,1,0,-55.0165,1
14,1,0,-33.4296,1
15,1,0,-44.6917,1
16,1,0,-50.8444,1
17,1,0,-15.2245,1
18,1,0,-44.9987,1
19,1,0,-74.9341,1
20,1,0,-17.2441,1
21,1,0,-45.2372,1
22,1,0,-41.3913,1
23,1,0,-32.7245,1
24,1,0,-40.5005,1
25,1,0,-19.1954,1
0,1,0,-35.3653,1
1,1,0,-15.6745,1
2,1,0,-31.7286,1
3,1,0,-44.1094,1
4,1,0,-24.2786,1
5,1,0,-19.8358,1
6,1,0,-49.4588,1
7,1,0,-32.6647,1
8,1,1,-7.64275,1
9,1,0,-49.0029,1
10,1,0,-48.3733,1
11,1,0,-42.0445,1
12,1,0,-46.3534,1
13,1,0,-54.6523,1
14,1,0,-32.8981,1
15,1,0,-44.133,1
16,1,0,-50.3168,1
17,1,0,-15.0808,1
18,1,0,-44.9214,1
19,1,0,-74.4498,1
20,1,0,-17.743,1
21,1,0,-44.7271,1
22,1,0,-40.883,1
23,1,0,-32.2982,1
24,1,0,-40.0889,1
25,1,0,-18.7358,1
0,1,0,-35.3778,1
1,1,0,-15.9951,1
2,1,0,-31.3788,1
3,1,0,-43.5733,1
4,1,0,-23.8191,1
5,1,0,-19.4125,1
6,1,0,-49.0166,1
7,1,0,-32.1244,1
8,1,1,-7.34138,1
9,1,0,-48.6464,1
10,1,0,-47.9247,1
11,1,0,-41.4754,1
12,1,0,-45.8813,1
13,1,0,-54.2602,1
