t_ratio
0.74
0.77
0.85
0.77
0.72
0.84
0.74
0.94
0.83
0.77
0.87
0.71
0.83
0.75
0.73
0.9
0.75
0.87
0.91
0.78
0.87
0.92
0.82
0.9
0.91
0.73
