t_ratio
0.77
0.85
0.88
0.74
0.78
0.91
0.92
0.83
0.94
0.78
0.76
0.83
0.83
0.81
0.86
0.78
0.85
0.77
0.74
0.81
0.92
0.87
0.85
0.75
0.92
0.76
