t_ratio
0.86
0.74
0.72
0.74
0.75
0.82
0.91
0.75
0.75
0.9
0.89
0.87
0.84
0.81
0.87
0.72
0.81
0.81
0.73
0.83
0.89
0.82
0.95
0.83
0.81
0.9
