t_ratio
0.79
0.82
0.88
0.94
0.75
0.89
0.91
0.77
0.81
0.8
0.86
0.82
0.83
0.85
0.79
0.8
0.79
0.78
0.76
0.87
0.93
0.86
0.94
0.94
0.7
0.73
