t_ratio
0.86
0.82
0.78
0.78
0.75
0.76
0.86
0.91
0.95
0.94
0.91
0.88
0.8
0.89
0.88
0.85
0.83
0.75
0.82
0.86
0.9
0.72
0.75
0.72
0.83
0.93
