t_ratio
0.87
0.79
0.76
0.74
0.75
0.7
0.77
0.83
0.71
0.82
0.94
0.84
0.93
0.82
0.95
0.89
0.88
0.77
0.73
0.76
0.76
0.82
0.88
0.74
0.95
0.93
