t_ratio
0.84
0.78
0.73
0.77
0.82
0.87
0.72
0.85
0.92
0.93
0.86
0.94
0.88
0.71
0.86
0.83
0.84
0.94
0.92
0.76
0.88
0.92
0.72
0.72
0.81
0.75
