t_ratio
0.9
0.88
0.79
0.88
0.9
0.91
0.82
0.73
0.89
0.93
0.89
0.71
0.94
0.8
0.7
0.76
0.75
0.8
0.82
0.85
0.71
0.83
0.75
0.71
0.71
0.81
