t_ratio
0.94
0.71
0.76
0.72
0.94
0.75
0.71
0.9
0.72
0.74
0.83
0.93
0.81
0.93
0.95
0.85
0.84
0.75
0.91
0.93
0.81
0.83
0.72
0.85
0.92
0.75
