t_ratio
0.77
0.78
0.92
0.73
0.82
0.88
0.71
0.75
0.7
0.88
0.91
0.77
0.81
0.81
0.72
0.9
0.92
0.92
0.95
0.73
0.81
0.91
0.95
0.77
0.9
0.94
