t_ratio
0.91
0.9
0.76
0.86
0.76
0.87
0.71
0.78
0.8
0.91
0.93
0.89
0.77
0.77
0.9
0.93
0.95
0.83
0.72
0.72
0.93
0.78
0.73
0.93
0.79
0.92
