t_ratio
0.81
0.85
0.85
0.72
0.81
0.93
0.88
0.75
0.87
0.84
0.89
0.73
0.91
0.94
0.88
0.78
0.78
0.72
0.81
0.73
0.87
0.75
0.79
0.79
0.82
0.83
