t_ratio
0.86
0.75
0.79
0.73
0.89
0.81
0.71
0.82
0.94
0.95
0.94
0.9
0.74
0.89
0.85
0.94
0.88
0.74
0.7
0.73
0.76
0.93
0.94
0.85
0.79
0.76
