t_ratio
0.78
0.86
0.95
0.83
0.83
0.86
0.87
0.72
0.93
0.94
0.84
0.74
0.91
0.73
0.78
0.88
0.84
0.76
0.9
0.8
0.78
0.95
0.94
0.7
0.86
0.93
