t_ratio
0.78
0.88
0.82
0.84
0.81
0.79
0.84
0.88
0.78
0.93
0.74
0.94
0.83
0.78
0.81
0.74
0.83
0.9
0.93
0.73
0.86
0.76
0.8
0.86
0.89
0.85
