t_ratio
0.88
0.79
0.79
0.81
0.8
0.92
0.75
0.92
0.95
0.73
0.9
0.82
0.72
0.73
0.83
0.88
0.84
0.82
0.82
0.86
0.73
0.71
0.89
0.94
0.84
0.87
