t_ratio
0.83
0.9
0.8
0.85
0.83
0.75
0.71
0.75
0.83
0.81
0.8
0.71
0.71
0.77
0.91
0.84
0.78
0.71
0.85
0.79
0.84
0.85
0.86
0.78
0.95
0.7
