t_ratio
0.92
0.77
0.92
0.71
0.89
0.77
0.95
0.86
0.86
0.83
0.78
0.88
0.73
0.73
0.88
0.84
0.9
0.71
0.9
0.85
0.94
0.89
0.91
0.82
0.72
0.81
