t_ratio
0.95
0.86
0.83
0.71
0.82
0.85
0.82
0.88
0.82
0.76
0.91
0.82
0.7
0.75
0.74
0.81
0.84
0.87
0.91
0.74
0.94
0.77
0.78
0.75
0.91
0.93
