t_ratio
0.8
0.76
0.78
0.91
0.94
0.7
0.8
0.79
0.89
0.76
0.84
0.71
0.81
0.82
0.73
0.82
0.92
0.95
0.77
0.79
0.76
0.78
0.78
0.84
0.86
0.76
