t_ratio
0.91
0.74
0.79
0.86
0.91
0.94
0.8
0.81
0.94
0.83
0.85
0.91
0.74
0.87
0.84
0.86
0.77
0.95
0.86
0.9
0.87
0.83
0.72
0.89
0.84
0.83
