t_ratio
0.87
0.78
0.93
0.77
0.78
0.85
0.78
0.77
0.9
0.85
0.92
0.89
0.75
0.91
0.75
0.81
0.84
0.88
0.93
0.73
0.76
0.93
0.77
0.84
0.8
0.92
