t_ratio
0.81
0.8
0.86
0.77
0.91
0.91
0.92
0.73
0.8
0.94
0.91
0.71
0.76
0.88
0.85
0.9
0.88
0.93
0.79
0.8
0.73
0.82
0.82
0.82
0.91
0.74
