t_ratio
0.73
0.87
0.72
0.76
0.82
0.73
0.8
0.82
0.94
0.86
0.72
0.7
0.8
0.83
0.85
0.94
0.73
0.8
0.8
0.72
0.7
0.86
0.73
0.8
0.79
0.88
