t_ratio
0.73
0.83
0.85
0.92
0.93
0.94
0.73
0.87
0.81
0.71
0.86
0.77
0.89
0.89
0.93
0.78
0.77
0.85
0.84
0.75
0.91
0.88
0.91
0.75
0.86
0.89
