t_ratio
0.74
0.79
0.78
0.75
0.78
0.81
0.84
0.74
0.84
0.71
0.9
0.93
0.76
0.88
0.8
0.87
0.84
0.85
0.82
0.72
0.75
0.84
0.8
0.76
0.94
0.74
