t_ratio
0.72
0.73
0.85
0.93
0.85
0.86
0.81
0.86
0.91
0.78
0.84
0.88
0.89
0.9
0.72
0.79
0.79
0.77
0.93
0.79
0.87
0.75
0.82
0.71
0.8
0.92
