t_ratio
0.74
0.78
0.76
0.87
0.94
0.94
0.75
0.82
0.76
0.78
0.77
0.74
0.92
0.71
0.77
0.81
0.7
0.83
0.72
0.87
0.81
0.71
0.81
0.94
0.89
0.84
