t_ratio
0.8
0.72
0.88
0.9
0.89
0.73
0.79
0.89
0.9
0.9
0.9
0.95
0.76
0.76
0.84
0.74
0.82
0.72
0.71
0.82
0.85
0.74
0.86
0.91
0.92
0.84
