t_ratio
0.85
0.81
0.89
0.82
0.89
0.82
0.93
0.77
0.88
0.92
0.72
0.74
0.89
0.92
0.89
0.83
0.77
0.71
0.85
0.95
0.9
0.91
0.85
0.79
0.72
0.81
