t_ratio
0.85
0.92
0.93
0.81
0.87
0.85
0.76
0.78
0.87
0.86
0.79
0.8
0.78
0.86
0.95
0.85
0.78
0.84
0.8
0.83
0.76
0.73
0.89
0.95
0.76
0.89
