t_ratio
0.76
0.83
0.91
0.76
0.78
0.83
0.82
0.84
0.88
0.83
0.77
0.83
0.89
0.89
0.92
0.84
0.83
0.78
0.79
0.74
0.91
0.78
0.83
0.79
0.77
0.76
