t_ratio
0.83
0.77
0.78
0.77
0.91
0.91
0.74
0.9
0.81
0.75
0.88
0.86
0.8
0.91
0.91
0.8
0.74
0.9
0.85
0.89
0.94
0.82
0.85
0.71
0.89
0.82
