t_ratio
0.8
0.84
0.89
0.9
0.79
0.88
0.89
0.7
0.76
0.92
0.76
0.93
0.76
0.73
0.82
0.93
0.76
0.95
0.93
0.88
0.71
0.95
0.87
0.75
0.9
0.95
