t_ratio
0.93
0.76
0.91
0.89
0.94
0.87
0.78
0.9
0.91
0.73
0.9
0.91
0.77
0.82
0.76
0.89
0.8
0.93
0.91
0.73
0.9
0.87
0.72
0.72
0.91
0.85
