t_ratio
0.83
0.84
0.94
0.87
0.78
0.79
0.78
0.72
0.79
0.93
0.74
0.7
0.82
0.87
0.76
0.93
0.85
0.75
0.84
0.92
0.77
0.85
0.86
0.94
0.8
0.91
