t_ratio
0.79
0.83
0.74
0.89
0.75
0.81
0.72
0.85
0.91
0.76
0.73
0.77
0.88
0.77
0.71
0.75
0.71
0.86
0.74
0.83
0.79
0.73
0.94
0.81
0.85
0.9
