t_ratio
0.71
0.94
0.85
0.94
0.85
0.82
0.91
0.83
0.78
0.78
0.9
0.72
0.9
0.8
0.92
0.9
0.74
0.75
0.84
0.79
0.86
0.87
0.76
0.89
0.86
0.78
