t_ratio
0.72
0.76
0.83
0.82
0.75
0.88
0.7
0.91
0.9
0.78
0.88
0.8
0.76
0.83
0.84
0.79
0.75
0.81
0.86
0.77
0.84
0.9
0.91
0.9
0.77
0.88
