t_ratio
0.81
0.81
0.82
0.82
0.91
0.83
0.83
0.83
0.82
0.72
0.95
0.82
0.79
0.75
0.75
0.92
0.78
0.71
0.86
0.82
0.9
0.9
0.92
0.77
0.75
0.81
